"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"5001600US4202","Congressional District 2 (116th Congress), Pennsylvania","259215","7137","12.5","1.5","6.5","1.0","10.4","1.4","9.2","1.1","14.1","1.4","16.8","1.4","10.2","1.2","11.6","1.2","4.7","0.7","4.0","0.7","46248","2853","67062","3080","41.7","(X)","(X)","(X)","(X)","(X)","166170","5233","9.1","1.8","5.4","1.2","10.6","1.8","9.4","1.5","13.6","1.8","17.4","2.1","11.5","1.5","13.1","1.8","5.6","1.0","4.3","0.8","51474","2229","72420","4193","(X)","(X)","42.4","(X)","(X)","(X)","89442","4544","3.8","1.7","3.7","1.6","8.3","2.1","5.8","1.6","12.9","2.3","17.3","2.8","13.7","2.3","19.2","2.8","8.6","1.5","6.7","1.3","71807","4673","N","N","(X)","(X)","(X)","(X)","(X)","(X)","93045","6122","20.7","2.6","8.6","1.8","12.4","2.0","9.3","1.9","14.3","2.5","15.1","2.4","7.0","1.8","8.0","1.7","2.3","0.8","2.4","1.1","33785","3474","51836","5397","(X)","(X)","(X)","(X)","37.5","(X)"
"5001600US4203","Congressional District 3 (116th Congress), Pennsylvania","315700","7209","12.5","1.1","6.8","1.0","8.8","1.0","10.0","1.0","12.0","1.2","16.2","1.3","11.0","0.9","9.8","1.0","5.3","0.7","7.6","0.8","49897","2206","79389","4564","40.1","(X)","(X)","(X)","(X)","(X)","145479","4997","6.6","1.1","4.6","1.2","7.0","1.4","10.0","1.4","12.9","2.0","16.5","2.0","13.4","1.7","11.7","1.6","6.3","1.0","11.1","1.3","61760","3118","96048","5614","(X)","(X)","49.2","(X)","(X)","(X)","71595","4032","1.2","0.7","1.9","1.0","3.7","1.0","5.3","1.4","8.9","2.2","15.3","2.5","14.6","2.6","17.5","2.6","11.5","2.0","20.2","2.4","97332","7545","140540","8667","(X)","(X)","(X)","(X)","(X)","(X)","170221","6642","17.7","2.0","9.0","1.4","10.8","1.4","10.8","1.6","11.2","1.4","15.6","1.6","8.6","1.1","7.6","1.1","4.2","0.9","4.5","0.9","36513","1989","63158","6023","(X)","(X)","(X)","(X)","31.9","(X)"
"5001600US4204","Congressional District 4 (116th Congress), Pennsylvania","283530","3068","3.1","0.6","2.1","0.5","5.8","0.7","6.3","0.8","8.2","0.8","14.8","1.1","13.8","1.1","19.4","1.1","11.4","0.8","15.2","0.8","91030","1824","123786","2939","31.2","(X)","(X)","(X)","(X)","(X)","192250","3171","1.9","0.6","0.8","0.3","2.5","0.6","3.8","0.9","6.8","0.9","13.2","1.3","14.0","1.1","22.3","1.5","14.5","1.2","20.2","1.1","113147","3566","146695","3748","(X)","(X)","32.0","(X)","(X)","(X)","152398","4252","0.6","0.3","0.4","0.2","1.2","0.5","2.5","0.8","5.7","0.9","11.1","1.3","12.9","1.3","24.4","1.6","16.7","1.4","24.3","1.2","129790","3137","164555","4261","(X)","(X)","(X)","(X)","(X)","(X)","91280","3775","6.7","1.4","5.4","1.5","12.9","1.9","11.6","1.7","11.4","1.6","19.5","2.1","13.0","2.0","11.5","1.6","4.1","1.0","3.9","0.7","51331","1846","71194","4200","(X)","(X)","(X)","(X)","27.9","(X)"
"5001600US4205","Congressional District 5 (116th Congress), Pennsylvania","267150","4014","5.7","0.8","3.2","0.6","7.5","1.0","9.2","1.1","11.5","1.0","14.5","1.2","12.3","1.0","15.6","1.2","8.4","0.8","12.1","0.9","71880","2639","106017","3067","40.0","(X)","(X)","(X)","(X)","(X)","173816","4685","3.3","0.8","2.0","0.6","4.6","0.9","6.9","1.3","8.8","1.2","13.3","1.4","13.5","1.2","19.2","1.7","11.4","1.2","17.0","1.3","94708","4517","130865","4630","(X)","(X)","42.2","(X)","(X)","(X)","121075","3970","1.0","0.5","1.1","0.6","2.1","0.8","3.5","0.9","6.1","1.3","11.8","1.4","13.6","1.3","22.7","2.2","15.0","1.6","22.9","1.7","118220","5510","158025","5499","(X)","(X)","(X)","(X)","(X)","(X)","93334","4430","11.0","1.9","5.5","1.1","13.7","2.0","13.9","1.9","16.6","2.3","16.5","2.0","9.7","1.5","8.4","1.2","2.7","0.8","2.0","0.6","40092","2273","55530","3361","(X)","(X)","(X)","(X)","34.5","(X)"
"5001600US4206","Congressional District 6 (116th Congress), Pennsylvania","270267","2931","4.6","0.9","2.5","0.6","5.8","0.8","5.8","0.7","10.1","0.9","15.4","1.2","12.0","1.0","17.2","1.1","10.0","0.8","16.5","1.0","85665","3096","125773","4053","37.1","(X)","(X)","(X)","(X)","(X)","185238","3864","2.9","0.9","1.0","0.4","3.3","0.8","3.5","0.7","8.8","1.2","13.7","1.2","11.5","1.1","20.3","1.4","13.1","1.1","22.0","1.4","110754","4072","151631","5630","(X)","(X)","36.5","(X)","(X)","(X)","142751","4281","1.1","0.7","0.6","0.3","1.3","0.4","2.0","0.6","6.0","1.0","11.7","1.4","12.3","1.2","22.4","1.7","15.7","1.4","26.9","1.7","130534","4779","174846","6822","(X)","(X)","(X)","(X)","(X)","(X)","85029","3584","9.5","2.2","5.8","1.6","11.9","2.2","10.8","1.9","14.5","1.8","19.8","2.4","12.2","1.9","9.1","1.5","2.5","0.9","3.8","1.0","47043","3403","64632","4555","(X)","(X)","(X)","(X)","37.2","(X)"
"5001600US4207","Congressional District 7 (116th Congress), Pennsylvania","272657","3570","4.6","0.7","3.1","0.6","7.4","0.9","8.8","0.9","12.3","1.1","17.5","1.4","13.8","1.1","18.2","1.3","7.3","0.8","6.9","0.6","69105","2682","89627","2315","31.1","(X)","(X)","(X)","(X)","(X)","185049","4427","2.7","0.6","1.4","0.5","4.7","0.9","6.8","1.1","11.5","1.5","17.8","1.7","14.9","1.4","21.6","1.5","9.6","1.1","9.0","0.9","82007","2490","104256","2904","(X)","(X)","31.5","(X)","(X)","(X)","134755","4266","1.2","0.5","0.8","0.4","2.1","0.7","4.0","0.9","8.9","1.5","17.2","1.9","16.1","1.7","25.7","1.8","12.2","1.4","11.8","1.2","99329","3528","120788","3822","(X)","(X)","(X)","(X)","(X)","(X)","87608","4155","9.5","1.8","7.0","1.4","14.3","1.8","14.1","2.1","15.3","1.7","15.8","1.9","10.3","1.5","9.3","1.4","2.3","0.9","2.1","0.7","39059","2493","54487","3231","(X)","(X)","(X)","(X)","28.8","(X)"
"5001600US4208","Congressional District 8 (116th Congress), Pennsylvania","275550","5545","5.6","0.7","5.4","0.8","9.8","1.0","10.1","1.0","13.4","1.1","19.5","1.2","13.8","1.1","13.5","1.0","4.9","0.6","3.8","0.6","56149","1872","72782","2063","38.5","(X)","(X)","(X)","(X)","(X)","178719","5129","3.9","0.8","2.6","0.8","6.5","1.1","8.4","1.1","12.8","1.5","20.2","1.6","16.3","1.5","17.6","1.7","6.5","0.9","5.3","0.9","67031","2371","86246","3091","(X)","(X)","38.8","(X)","(X)","(X)","125512","4612","1.6","0.7","1.0","0.4","3.4","0.8","6.2","1.1","9.9","1.2","21.4","2.0","19.1","1.9","21.9","1.9","8.5","1.1","7.0","1.2","82688","2531","101303","3968","(X)","(X)","(X)","(X)","(X)","(X)","96831","3888","9.7","1.4","10.9","1.8","17.3","2.0","13.9","1.7","14.9","1.5","17.7","2.0","8.4","1.5","5.7","1.2","0.8","0.3","0.8","0.3","33629","1747","44166","1920","(X)","(X)","(X)","(X)","35.9","(X)"
"5001600US4209","Congressional District 9 (116th Congress), Pennsylvania","275546","4087","4.3","0.6","4.2","0.5","8.4","0.8","9.7","0.8","12.6","0.9","19.7","1.3","14.6","1.0","16.7","1.1","6.3","0.7","3.6","0.5","62078","1506","77914","1835","40.0","(X)","(X)","(X)","(X)","(X)","184651","4330","3.1","0.6","1.4","0.4","4.9","0.7","6.5","0.8","11.8","1.0","21.0","1.5","17.0","1.3","21.6","1.4","8.3","0.9","4.4","0.6","76558","2074","89794","2220","(X)","(X)","40.4","(X)","(X)","(X)","140459","4010","1.0","0.4","0.9","0.4","3.0","0.6","4.8","0.7","9.5","1.0","20.9","1.8","18.4","1.4","25.8","1.7","10.5","1.1","5.3","0.8","88043","2669","100777","2848","(X)","(X)","(X)","(X)","(X)","(X)","90895","3952","7.8","1.8","10.0","1.3","17.3","2.0","16.5","2.0","15.7","1.8","16.4","1.8","8.5","1.4","5.3","1.1","1.6","0.5","1.0","0.3","33770","2077","47711","2578","(X)","(X)","(X)","(X)","37.8","(X)"
"5001600US4210","Congressional District 10 (116th Congress), Pennsylvania","299825","3902","5.6","0.9","2.9","0.6","8.0","0.9","8.8","0.9","11.7","1.0","18.4","1.1","14.4","1.1","17.7","1.1","6.2","0.7","6.3","0.7","67155","2196","86736","2411","35.7","(X)","(X)","(X)","(X)","(X)","185863","4858","3.0","0.8","1.3","0.5","4.0","0.7","6.1","0.9","10.4","1.3","18.2","1.5","15.6","1.5","23.6","1.4","8.6","1.0","9.1","1.1","86312","2355","105916","3401","(X)","(X)","33.9","(X)","(X)","(X)","139957","4091","1.0","0.5","0.5","0.2","1.8","0.6","4.1","0.8","8.7","1.3","16.9","1.5","17.1","1.8","27.6","1.7","10.7","1.2","11.6","1.3","99774","2196","120966","4221","(X)","(X)","(X)","(X)","(X)","(X)","113962","4428","10.7","2.0","5.4","1.2","15.1","2.0","13.5","1.6","14.9","1.9","18.8","2.3","11.1","1.5","7.5","1.2","1.7","0.6","1.4","0.5","39305","2251","52104","3147","(X)","(X)","(X)","(X)","37.5","(X)"
"5001600US4211","Congressional District 11 (116th Congress), Pennsylvania","278868","3514","4.0","0.7","3.1","0.6","7.6","0.8","6.8","0.8","12.9","1.2","20.4","1.2","15.8","1.1","17.0","1.0","6.2","0.6","6.2","0.7","68811","2074","88356","2770","38.6","(X)","(X)","(X)","(X)","(X)","194837","4542","2.7","0.8","1.7","0.7","3.1","0.8","5.1","1.0","11.3","1.3","21.6","1.5","16.9","1.4","21.6","1.4","7.9","0.9","8.1","0.9","81888","2470","102660","3642","(X)","(X)","39.5","(X)","(X)","(X)","152342","4777","1.0","0.4","0.7","0.4","1.4","0.4","3.3","0.7","10.1","1.3","20.6","1.6","18.9","1.5","24.8","1.6","9.4","1.0","9.8","1.1","91333","1567","113678","3393","(X)","(X)","(X)","(X)","(X)","(X)","84031","4432","8.4","1.7","6.3","1.4","18.5","2.2","11.9","1.9","17.3","2.5","18.5","2.3","11.1","1.8","5.6","1.2","1.2","0.5","1.2","0.6","38622","2219","50002","3188","(X)","(X)","(X)","(X)","34.9","(X)"
"5001600US4212","Congressional District 12 (116th Congress), Pennsylvania","276084","3807","4.8","0.7","4.9","0.5","10.4","0.7","11.0","0.9","13.7","0.8","19.8","1.2","13.3","0.9","13.6","0.8","4.7","0.5","3.7","0.5","55203","1963","72187","1656","33.4","(X)","(X)","(X)","(X)","(X)","178886","3988","3.0","0.6","2.2","0.5","5.9","0.7","8.6","1.0","12.4","1.0","22.2","1.2","17.0","1.2","17.3","1.0","6.5","0.7","4.8","0.7","69278","1669","85753","2370","(X)","(X)","33.2","(X)","(X)","(X)","136208","3302","0.8","0.2","1.2","0.4","3.9","0.7","6.7","0.9","11.7","1.0","22.2","1.3","19.1","1.5","20.1","1.2","8.2","0.9","6.1","0.9","79319","1741","96855","2971","(X)","(X)","(X)","(X)","(X)","(X)","97198","3448","9.9","1.5","10.3","1.3","19.8","1.5","15.7","1.7","16.6","1.5","15.4","1.9","5.0","0.8","4.7","0.9","1.1","0.3","1.3","0.4","30926","1071","42849","2352","(X)","(X)","(X)","(X)","32.2","(X)"
"5001600US4213","Congressional District 13 (116th Congress), Pennsylvania","281524","4186","4.8","0.6","4.3","0.7","10.0","0.8","10.7","0.9","14.9","0.9","18.6","1.0","15.4","1.0","13.8","0.9","4.3","0.5","3.1","0.4","56618","1503","72243","1820","31.1","(X)","(X)","(X)","(X)","(X)","186237","4314","3.1","0.6","2.3","0.5","5.3","0.7","8.7","0.8","14.3","1.1","19.7","1.3","19.1","1.1","17.4","1.1","6.0","0.7","4.1","0.5","70673","1332","84824","2145","(X)","(X)","30.5","(X)","(X)","(X)","144778","3870","0.9","0.2","0.7","0.3","3.0","0.6","6.5","0.8","13.9","1.3","19.9","1.3","22.2","1.4","20.8","1.4","7.3","0.9","4.9","0.7","80498","1463","94946","2700","(X)","(X)","(X)","(X)","(X)","(X)","95287","3973","9.2","1.3","8.7","1.5","20.1","2.0","15.7","1.9","15.7","1.5","15.9","1.8","7.1","1.6","5.9","1.2","0.6","0.4","1.0","0.4","31976","1344","44451","2470","(X)","(X)","(X)","(X)","31.3","(X)"
"5001600US4214","Congressional District 14 (116th Congress), Pennsylvania","292836","3317","6.7","0.9","5.2","0.8","9.0","0.7","9.4","0.8","13.1","0.9","17.0","1.1","13.4","1.0","14.7","1.0","6.1","0.7","5.4","0.6","59165","2101","78913","2098","33.5","(X)","(X)","(X)","(X)","(X)","179499","4770","3.3","0.7","2.3","0.7","5.1","0.9","6.6","0.8","12.3","1.4","17.3","1.1","16.9","1.3","19.8","1.3","8.7","1.0","7.7","0.9","79097","2009","97750","2628","(X)","(X)","33.8","(X)","(X)","(X)","137007","3939","0.8","0.3","0.9","0.4","3.3","0.7","5.2","0.9","9.6","1.1","17.4","1.2","19.0","1.6","23.3","1.5","10.8","1.3","9.8","1.1","91602","2157","112288","2994","(X)","(X)","(X)","(X)","(X)","(X)","113337","4291","13.1","1.9","10.0","1.5","16.0","1.4","14.1","1.5","15.4","1.7","15.4","2.0","7.0","1.3","6.2","1.4","1.8","0.6","1.2","0.5","32339","1359","45633","2279","(X)","(X)","(X)","(X)","32.5","(X)"
"5001600US4215","Congressional District 15 (116th Congress), Pennsylvania","280673","3174","6.2","0.7","4.9","0.4","11.7","0.7","10.2","0.7","13.8","0.9","20.5","1.0","12.6","0.7","13.7","0.9","3.8","0.4","2.7","0.4","53741","1481","67574","1696","33.8","(X)","(X)","(X)","(X)","(X)","174212","4142","3.2","0.5","2.1","0.4","5.8","0.8","8.1","0.8","13.8","1.1","23.0","1.2","16.9","1.1","18.1","1.3","5.4","0.7","3.6","0.5","68265","1450","81420","2002","(X)","(X)","33.7","(X)","(X)","(X)","137837","3651","1.3","0.4","1.1","0.3","3.4","0.5","6.4","0.8","13.5","1.1","23.6","1.4","19.2","1.3","21.0","1.5","6.3","0.8","4.3","0.7","75749","1683","89886","2396","(X)","(X)","(X)","(X)","(X)","(X)","106461","3473","11.9","1.6","9.9","0.9","22.6","1.6","13.9","1.3","14.0","1.6","15.6","1.6","4.8","0.8","5.0","1.0","1.1","0.4","1.0","0.6","27930","1739","41300","2271","(X)","(X)","(X)","(X)","32.2","(X)"
"5001600US4216","Congressional District 16 (116th Congress), Pennsylvania","283627","3205","7.0","0.8","5.1","0.6","10.0","0.7","10.2","0.8","13.5","0.9","17.8","1.0","13.7","1.0","13.9","1.0","4.6","0.5","4.3","0.5","54627","1485","72516","1719","33.0","(X)","(X)","(X)","(X)","(X)","176874","3649","4.1","0.8","3.0","0.8","5.6","0.8","7.6","0.9","12.4","1.2","19.3","1.4","16.8","1.2","18.9","1.4","6.4","0.7","6.0","0.8","72703","1973","87171","2264","(X)","(X)","33.7","(X)","(X)","(X)","130909","3487","1.5","0.5","0.7","0.3","3.3","0.7","6.0","1.0","11.3","1.2","19.2","1.4","19.1","1.5","23.5","1.8","7.8","0.8","7.7","1.0","84756","2591","100708","2519","(X)","(X)","(X)","(X)","(X)","(X)","106753","3878","12.6","1.5","9.1","1.3","17.5","1.7","15.2","1.5","15.5","1.6","15.5","1.6","7.3","1.3","4.9","1.1","1.1","0.4","1.3","0.5","31741","1510","45536","2632","(X)","(X)","(X)","(X)","30.9","(X)"
"5001600US4217","Congressional District 17 (116th Congress), Pennsylvania","313101","4758","4.4","0.7","3.3","0.5","7.7","0.9","7.5","0.8","11.8","1.0","17.7","1.0","13.0","1.0","17.3","1.0","8.2","0.7","9.0","0.7","70857","2012","98594","2904","31.0","(X)","(X)","(X)","(X)","(X)","188433","4371","2.2","0.6","1.2","0.3","3.4","0.8","4.8","0.7","7.9","0.9","17.4","1.3","15.0","1.1","23.3","1.4","11.5","1.1","13.3","1.1","96099","2561","125019","4463","(X)","(X)","31.7","(X)","(X)","(X)","149582","3630","0.7","0.3","0.5","0.2","1.9","0.6","3.2","0.6","6.0","0.8","15.7","1.4","15.5","1.1","26.5","1.5","13.8","1.3","16.3","1.3","110231","2193","140943","5133","(X)","(X)","(X)","(X)","(X)","(X)","124668","5433","8.7","1.6","6.5","1.1","14.7","1.9","11.9","1.5","17.3","2.0","18.5","1.7","9.9","1.7","7.5","1.2","2.9","0.8","2.2","0.6","40934","1338","56347","2895","(X)","(X)","(X)","(X)","29.1","(X)"
"5001600US4218","Congressional District 18 (116th Congress), Pennsylvania","320533","5072","8.0","0.8","4.2","0.6","9.4","0.8","9.6","1.0","12.3","0.9","17.2","1.1","12.7","0.9","14.8","0.9","5.9","0.6","6.0","0.6","58743","1432","81907","2758","36.5","(X)","(X)","(X)","(X)","(X)","162252","4731","4.8","1.1","1.6","0.6","5.0","1.0","6.7","1.2","9.2","1.1","18.0","1.8","15.0","1.4","21.3","1.4","8.7","1.0","9.6","1.0","83344","3203","107485","5605","(X)","(X)","37.8","(X)","(X)","(X)","112999","4338","1.5","0.7","0.6","0.4","3.1","0.8","3.8","1.0","7.1","1.1","16.1","2.0","17.0","2.0","26.4","2.0","11.6","1.3","12.7","1.4","101229","3703","128617","7424","(X)","(X)","(X)","(X)","(X)","(X)","158281","4495","12.1","1.4","6.9","1.0","14.3","1.3","12.8","1.5","15.5","1.6","16.9","1.3","9.6","1.0","6.9","1.0","2.7","0.7","2.2","0.6","38176","1867","53332","3029","(X)","(X)","(X)","(X)","34.3","(X)"
"5001600US4401","Congressional District 1 (116th Congress), Rhode Island","201963","4115","6.6","1.1","4.7","0.9","8.4","1.1","7.8","1.1","11.6","1.3","15.9","1.5","14.2","1.3","16.1","1.5","7.4","0.9","7.1","0.8","66652","2380","90710","3859","37.6","(X)","(X)","(X)","(X)","(X)","121208","3693","3.0","1.0","2.5","1.0","4.9","1.3","5.4","1.1","10.4","1.7","16.1","1.8","16.0","1.5","20.6","2.3","10.1","1.4","11.0","1.3","86312","4373","114805","6088","(X)","(X)","36.6","(X)","(X)","(X)","85266","3487","0.8","0.5","0.7","0.4","3.2","0.9","2.8","0.8","7.5","1.5","15.2","2.1","17.4","2.1","24.7","2.6","12.7","1.7","15.0","1.6","103440","5194","N","N","(X)","(X)","(X)","(X)","(X)","(X)","80755","4337","12.6","2.2","9.1","2.0","14.2","2.3","12.6","2.1","13.8","2.2","15.8","1.7","9.8","2.0","8.3","1.6","2.8","0.9","1.1","0.4","36264","2323","50550","2643","(X)","(X)","(X)","(X)","37.6","(X)"
"5001600US4402","Congressional District 2 (116th Congress), Rhode Island","205211","3963","4.6","0.9","4.4","0.9","6.9","1.2","7.5","1.0","9.6","1.2","17.6","1.4","13.8","1.4","19.0","1.6","8.8","1.1","7.8","1.1","74180","2664","94367","3306","40.5","(X)","(X)","(X)","(X)","(X)","128779","4127","2.6","0.9","1.6","0.7","3.9","1.1","5.2","1.2","9.1","1.4","16.0","1.5","15.6","2.0","23.0","1.9","12.0","1.6","10.9","1.5","91893","4090","113755","4450","(X)","(X)","42.7","(X)","(X)","(X)","94510","3794","0.6","0.4","0.5","0.4","2.3","1.0","3.4","1.1","7.1","1.3","15.7","1.8","15.3","2.1","25.6","2.2","15.4","2.1","14.0","2.0","108308","5063","N","N","(X)","(X)","(X)","(X)","(X)","(X)","76432","3581","9.2","2.3","9.0","2.3","12.3","2.4","11.1","1.9","11.4","2.1","19.6","2.6","11.4","1.8","10.6","2.1","3.0","1.0","2.3","0.9","46984","4095","58784","3202","(X)","(X)","(X)","(X)","35.2","(X)"
"5001600US4501","Congressional District 1 (116th Congress), South Carolina","311963","5196","5.0","1.0","2.2","0.5","5.2","0.7","7.2","0.8","11.9","1.2","17.2","1.2","14.1","1.0","18.6","1.3","8.5","1.0","10.1","1.0","77185","2677","104432","3045","42.7","(X)","(X)","(X)","(X)","(X)","210275","6319","3.4","0.9","1.3","0.4","2.9","0.6","6.6","1.0","9.3","1.3","16.3","1.3","15.2","1.2","22.0","1.7","10.1","1.3","13.0","1.3","91799","3218","120117","4016","(X)","(X)","41.0","(X)","(X)","(X)","167822","5358","0.9","0.4","0.7","0.3","2.0","0.6","4.0","0.9","6.7","1.1","16.1","1.5","16.5","1.4","25.1","1.9","12.2","1.6","15.7","1.7","104460","2815","136436","5160","(X)","(X)","(X)","(X)","(X)","(X)","101688","5568","9.2","2.3","5.0","1.3","9.8","1.8","9.4","1.6","17.7","2.4","19.0","2.3","11.4","1.8","9.9","1.7","4.7","1.6","3.8","1.3","48775","3192","68523","5106","(X)","(X)","(X)","(X)","44.9","(X)"
"5001600US4502","Congressional District 2 (116th Congress), South Carolina","280589","4850","5.7","0.8","4.3","0.7","9.6","1.1","8.2","0.8","13.8","1.2","17.0","1.2","13.9","1.2","14.3","0.8","7.1","0.8","6.0","0.7","60781","1694","82774","2267","37.9","(X)","(X)","(X)","(X)","(X)","185733","4673","3.7","0.9","1.7","0.5","6.7","1.0","6.3","1.0","13.1","1.4","17.7","1.5","14.8","1.5","17.9","1.2","9.9","1.0","8.2","1.0","75694","1998","98112","3124","(X)","(X)","38.3","(X)","(X)","(X)","136888","4756","1.2","0.6","1.2","0.5","3.4","1.0","4.7","1.1","9.5","1.2","17.9","1.8","16.1","1.6","22.7","1.5","12.8","1.3","10.6","1.4","92479","3411","115522","3738","(X)","(X)","(X)","(X)","(X)","(X)","94856","5237","10.8","1.8","9.3","1.8","15.4","2.2","12.7","1.7","17.6","2.3","14.4","2.2","10.0","1.9","6.5","1.2","1.6","0.7","1.7","0.7","36153","2052","49618","2870","(X)","(X)","(X)","(X)","35.6","(X)"
"5001600US4503","Congressional District 3 (116th Congress), South Carolina","266671","5704","7.8","1.0","4.9","0.8","11.0","1.0","10.7","1.0","14.7","1.1","18.4","1.2","12.9","1.1","11.9","1.1","3.7","0.5","3.9","0.7","50815","1495","70574","2702","34.2","(X)","(X)","(X)","(X)","(X)","178948","6151","4.6","1.0","2.3","0.7","8.2","1.2","8.3","1.0","14.8","1.4","20.7","1.7","14.8","1.4","16.2","1.6","5.4","0.8","4.7","0.9","62930","1991","82627","3629","(X)","(X)","35.0","(X)","(X)","(X)","128479","5384","1.7","0.6","1.0","0.5","4.5","0.9","6.6","1.0","11.6","1.4","22.4","2.0","18.1","1.8","20.6","1.9","7.3","1.1","6.1","1.2","77968","2458","97310","4184","(X)","(X)","(X)","(X)","(X)","(X)","87723","4504","15.9","2.6","10.3","1.8","18.4","2.6","15.3","2.3","15.6","2.1","11.5","1.8","7.6","1.4","3.2","0.9","0.6","0.3","1.6","0.5","29061","2118","42521","3200","(X)","(X)","(X)","(X)","30.6","(X)"
"5001600US4504","Congressional District 4 (116th Congress), South Carolina","289536","3695","5.5","0.7","3.8","0.5","8.4","0.8","9.8","1.0","13.4","1.0","19.3","1.3","13.0","1.0","14.4","1.0","5.9","0.7","6.5","0.6","60731","1698","83293","2240","34.0","(X)","(X)","(X)","(X)","(X)","190796","4844","2.6","0.7","2.2","0.6","5.2","1.1","7.9","1.0","11.6","1.4","20.3","1.8","14.9","1.4","18.2","1.3","8.1","0.9","8.9","0.9","75231","2544","98814","2878","(X)","(X)","35.0","(X)","(X)","(X)","143317","4401","1.3","0.5","0.6","0.3","2.2","0.7","4.5","0.8","10.0","1.1","20.7","2.1","17.5","1.7","22.0","1.6","10.0","1.1","11.3","1.1","88752","3441","113728","3370","(X)","(X)","(X)","(X)","(X)","(X)","98740","4097","11.6","1.6","7.5","1.2","15.8","1.8","14.5","2.0","17.6","2.2","16.4","1.9","7.7","1.6","5.9","1.4","1.3","0.5","1.7","0.6","35486","1895","50161","3813","(X)","(X)","(X)","(X)","31.6","(X)"
"5001600US4505","Congressional District 5 (116th Congress), South Carolina","286307","3767","6.5","1.0","4.7","0.6","9.5","1.0","9.2","1.0","13.8","1.2","18.8","1.3","11.8","1.1","14.3","1.3","6.4","0.7","4.9","0.7","56282","1640","77076","2571","37.0","(X)","(X)","(X)","(X)","(X)","190991","5378","3.4","1.0","1.9","0.5","6.6","1.0","6.7","1.2","14.3","1.6","19.7","1.4","13.8","1.5","18.8","1.7","8.6","1.0","6.3","1.0","70980","4308","92050","3490","(X)","(X)","37.3","(X)","(X)","(X)","138952","5173","1.4","0.7","0.8","0.3","3.2","0.8","4.6","1.0","11.9","1.6","19.6","1.5","15.8","1.8","22.9","2.1","11.5","1.4","8.5","1.4","89440","3826","108399","4664","(X)","(X)","(X)","(X)","(X)","(X)","95316","4977","13.3","2.3","10.4","1.5","17.4","2.6","15.0","2.2","15.1","2.2","15.4","2.3","5.7","1.5","3.9","1.1","1.8","0.8","2.0","1.2","29816","1468","43339","3283","(X)","(X)","(X)","(X)","35.7","(X)"
